idDeal,investor,company,state,type,date,size,industry,revenue,ebitda,debt
67423,Aberdeen Standard Investments,Class Appraisal LLC,Michigan,Buyout,3/26/2018,12.323097,Financial Services,862.4135156114555,14.00304013222161,11.70195424321683
67780,ABRY Partners,"SiteLock, LLC",Arizona,Buyout,4/12/2018,18.388525,IT Security,862.4156921891465,14.0034594287787,35.4754006350206
69508,ABRY Partners,"Screenvision Exhibition, Inc.",New York,Buyout,6/6/2018,380,Advertising,2550.005982464776,358.0071892372432,28.16762543804283
68874,Accel-KKR,"Sageworks, Inc.",North Carolina,Buyout,5/16/2018,46899.988,Software,862.4164230105437,14.00491673044566,4.596063806962044
67789,Accel-KKR,"Salsa Labs, Inc.",Maryland,Buyout,4/12/2018,1428.3729,Software,3756.002270650801,14.00404367327396,13.90374749963864
80702,Accel-KKR,"Drillinginfo, Inc.",Texas,Buyout,9/18/2018,205.00128,Software,2200.004858550109,14.00263456266079,325.0013689159201
81228,Accelmed,"Keystone Dental, Inc.",Massachusetts,Buyout,6/4/2018,7.8641553,Healthcare,862.4115880008524,14.00841179454405,39.13215255721884
83755,Ace & Company,Acuity Eyecare Group,Texas,Buyout,7/10/2018,6.1293011,Healthcare,2200.004694935824,14.00071452894885,325.0034751635063
73252,ACON Investments,Fleetwash Inc.,New Jersey,Buyout,10/2/2018,26.888145,Business Services,862.4135074602875,14.00463211686987,34.23578413710533
75417,ACON Investments,"International Imaging Materials, Inc.",New York,Buyout,12/11/2018,307.11096,Publishing,2550.006878461355,358.0083862135286,28.17527026063102
67226,ACON Investments,True Value Company,Illinois,Buyout,3/15/2018,229,Retail,746.8522816690399,14.00151442595929,111.7073059820023
70813,Acorn Growth Companies,"Berry Aviation, Inc.",Texas,Buyout,7/16/2018,205.00383,Aerospace,2200.00171469369,14.00240923894275,325.0082053022012
79031,Adamantem Capital,Servian,New South Wales,Buyout,7/1/2018,67.234558,IT,50.00311269595393,14.00319824145812,4.59229716268164
67753,Advent International,"Clearent, LLC",Missouri,Buyout,3/30/2018,395.00092,Software,330.0055628372402,14.00695873761255,187.5
72548,Advent Partners,SILK Laser Clinics PTY LTD,South Australia,Buyout,2/20/2018,21.1,Healthcare,862.4183944174058,14.00897489824969,4.591841178301544
70168,AE Industrial Partners,"D&D Power, Inc.",New York,Buyout,6/25/2018,3100.0007,Power,2550.006800981836,358.0071475526417,293.8292934765996
73530,AE Industrial Partners,The Atlas Group,Arizona,Buyout,10/9/2018,150.00131,Aerospace,862.410748760469,14.0061025331885,370
72677,AE Industrial Partners,Gryphon Technologies LC,DC,Buyout,9/13/2018,12.322794,Defence,862.4103086377056,14.00252431781668,47.85362281520226
73058,AEA Investors,Numotion,Tennessee,Buyout,9/21/2018,6700.0088,Medical Instruments,1800.007623939677,14.00690589576665,450
66107,AEA Investors,"Spectrum Plastics Group, Inc.",Georgia,Buyout,1/31/2018,1198.9733,Manufacturing,105.0080116352159,47.0011743196466,720
72790,AEA Investors,ROI Call Center Solutions,Utah,Buyout,8/31/2018,480.18381,Outsourcing,862.4160942918591,14.00512073246468,81.90662937401675
68059,AEA Investors,"Springs Window Fashions, LLC",Wisconsin,Buyout,4/23/2018,500.00314,Consumer Products,862.4109129570045,14.00812868551988,15045.70657133506
74467,Agamya Capital,"World Inspection Network International, Inc.",Tennessee,Buyout,11/13/2018,6700.0063,Business Services,1800.01014213487,14.00317316909026,25.20270301829968
74521,Akoya Capital Partners,Evolver Inc.,Virginia,Buyout,10/2/2018,3633.2349,IT,20.00080499886016,14.00377602792982,4.595734117839307
74523,Akoya Capital Partners,"eVigilant, Inc.",Virginia,Buyout,10/2/2018,3633.229,IT Security,20.00078686437982,14.00810842832256,4.586669828782029
74123,Aliph Brands LLC,"Kiss My Face, LLC",New York,Buyout,10/30/2018,3099.9988,Consumer Products,2550.000726283776,358.0035971083777,28.17138771744716
73224,Alleghany Corporation,Concord Hospitality Enterprises Company,North Carolina,Buyout,10/1/2018,46899.992,Leisure,862.4143474101058,14.00145800015129,4.586977532420129
74769,Almada,Environmental 360 Solutions Inc.,Ontario,Buyout,11/21/2018,12.327948,Clean Technology,862.4122641863271,14.0095091793843,12.79953562226607
65679,Alpine Investors,"EcoInteractive, Inc.",California,Buyout,1/15/2018,3996.5542,Software,301.1476889425495,14.00046250007985,754.9553506712031
74808,Alpine Investors,"e-Courier, Inc.",Colorado,Buyout,11/20/2018,4.2530932,Software,862.4129332251816,14.0096108490758,80.00688327755299
67542,Alpine Pacific Capital,Fresh Innovations LLC,California,Buyout,4/4/2018,3996.5579,Food,301.1505323630946,14.00524162977639,754.9558863511842
69570,Alpine Pacific Capital,Farmington Fresh LLC,California,Buyout,6/7/2018,3996.5605,Food,301.1539996830935,14.00354262801524,754.9524596685145
74541,Altacrest Capital,Barton Watch Bands,Texas,Buyout,11/13/2018,205.0097,Consumer Products,2200.005249570082,14.0011910686659,325.0066066013202
72356,Altamont Capital Partners,"The Bayou Companies, LLC",Louisiana,Buyout,9/4/2018,12.327633,Oil & Gas,862.4128052770595,14.00306223855991,62.00340087062787
66833,Altamont Capital Partners,PF Eastern NC,North Carolina,Buyout,3/5/2018,46899.992,Leisure,862.4114781532173,14.00673103669364,4.587282141840839
74028,Altas Partners,Tecta America Corp.,Illinois,Buyout,10/29/2018,1440.5054,Construction,746.8515926677517,14.00991274846423,51.93766060328822
68106,Altas Partners,University of St Augustine for Health Sciences Inc,Florida,Buyout,4/25/2018,400,Education / Training,89.59999999999999,34.6,6.002574389149229
74697,Altus Capital Partners,ChoiceSpine LP,Tennessee,Buyout,11/20/2018,6700.0024,Medical Instruments,1800.00438338648,14.00182942032519,29
82754,American Industrial Partners,"Ahf, Llc",Illinois,Buyout,6/1/2018,2384.6985,Industrial,746.8478785961649,14.00731923954267,111.7042458623101
82755,American Industrial Partners,Ahfp,Pennsylvania,Buyout,6/1/2018,1638.2908,Consumer Products,783.0077259736516,14.00972725322175,29.00074800622582
68262,American Industrial Partners,L-3 Communications Vertex Aerospace LLC,Mississippi,Buyout,5/1/2018,540,Aerospace,104.0014104171828,14.00201119144153,4.59061842626688
81364,American Industrial Partners,AHF Products,Pennsylvania,Buyout,6/1/2018,1638.2911,Manufacturing,783.0023262731646,14.00653792788911,29.00944458350472
72510,American Industrial Partners,CQMS Razer Pty. Ltd.,New South Wales,Buyout,7/5/2018,111.3,Mining,50.00054870419542,14.00705561099279,4.592884664710433
74260,American Industrial Partners,"Current, powered by GE",Massachusetts,Buyout,11/6/2018,435.68445,Clean Technology,862.4169297133542,14.00696932675022,39.13199859562742
75779,American Securities,"FleetPride, Inc.",Texas,Buyout,12/19/2018,205.00807,Transportation,2200.005376697477,14.0089244680636,325.0083568907827
67489,American Securities,Prince Minerals LLC,Texas,Buyout,3/29/2018,205.00613,Chemicals,2200.002538301242,14.00921240040738,325.0081325659081
74611,American Securities,"CPM Holdings, Inc.",Iowa,Buyout,11/16/2018,12.322563,Industrial,862.4189500695995,14.00386471731294,4.587605778065332
77990,"Ames Watson Capital, LLC",LIDS Sports Group,Indiana,Buyout,12/14/2018,101,Retail,862.4174404203861,14.00856702459681,4.593138700637788
74661,Ampersand Capital Partners,"Pacific Biomarkers, Inc.",Washington,Buyout,11/19/2018,500.00049,Life Sciences,862.4191277855045,14.00047992227304,856.0077590406249
72346,Ampersand Capital Partners,NEOMED-LABS Inc.,Quebec,Buyout,9/4/2018,1000.0012,Biotechnology,862.4193556847952,14.00326002889018,4.099906233197008
68358,Amulet Capital Partners,CC Amulet Management LLC,California,Buyout,5/2/2018,119.30994,Healthcare,301.1473090075261,14.00169115047142,754.9551461834993
72369,Anacacia Capital,Force Fire Pty Limited,New South Wales,Buyout,1/15/2018,67.233383,Business Services,50,14.00645642226267,4.586979565846556
82891,Anchorage Capital Partners,South Pacific Laundry Group Pty Ltd,Victoria,Buyout,9/27/2018,199.07001,Business Services,862.4148184698045,14.00767578661147,4.592089374836356
72536,Ancor Capital Partners,STATinMED Research,Michigan,Buyout,9/7/2018,12.326457,Business Services,862.4173005701944,14.00028179518235,11.7
73081,Angeles Equity Partners,American Construction Source,Missouri,Buyout,9/26/2018,395.00037,Construction,330.0054363310383,14.00037089961519,87.17707011179172
81424,Anzu Partners,Edge Embossing,Massachusetts,Buyout,1/1/2018,7.8658743,Healthcare,862.4136821938648,14.00084499915069,39.12469737984652
66677,AOS Energy Partners,GenOn's Hunterstown Power Generation Facility,Pennsylvania,Buyout,2/27/2018,520,Energy,783.0053805606821,14.00112428247634,29.00768841367147
67241,Apax Partners,"Vyaire Medical, Inc.",Illinois,Buyout,3/19/2018,435,Medical Devices,800,14.00725192075301,111.7001141113351
72993,Apax Partners,"Authority Brands, LLC",Maryland,Buyout,9/24/2018,431.34503,Business Services,4023.324504547046,14.00554302299101,13.90913994698546
73837,Aperion Management,"LJP Enterprises, Inc.",Minnesota,Buyout,10/22/2018,2474.0601,Clean Technology,154.1969244964462,14.00736123334322,252.5022648387352
65367,Apollo Global Management,OneMain Financial Inc. ,Maryland,Buyout,1/3/2018,1428.37,Financial Services,3756,14.00590186437297,13.9033990343543
79014,Apollo Global Management,Northwoods Energy,Colorado,Buyout,6/1/2018,4.2503338,Energy,862.419056817793,14.00507773190442,80.00835708295446
66418,Apollo Global Management,Tidewater Logistics Corp.,Texas,Buyout,2/15/2018,205.00804,Logistics,2200.004342889372,14.00355656339492,325.0012498736866
69324,Aquiline Capital Partners,"Aspirion Health Resources, LLC",Georgia,Buyout,5/31/2018,1198.9705,Financial Services,105.0067087382171,47.00131566356337,40.32088957217996
69069,Aquiline Capital Partners,RIA in a Box LLC,New York,Buyout,5/23/2018,3100.0085,Software,2550.004536959008,358.0098565967853,28.16705475142147
78282,Aquiline Capital Partners,"Fullsteam Operations, LLC",Alabama,Buyout,5/29/2018,12.326327,Financial Services,862.4178924317441,14.00731922417584,4.587419997372487
73186,Ara Partners,"Centric Gas Services, LLC",Texas,Buyout,10/1/2018,205.0058,Oil & Gas,2200.004905726719,14.00916804616976,325.0044171276055
69570,Arable Capital Partners,Farmington Fresh LLC,California,Buyout,6/7/2018,3996.5574,Food,301.1559926058354,14.00029853221317,754.94901140128
70583,Arable Capital Partners,Lodi Pump & Irrigation,California,Buyout,7/9/2018,3996.5557,Agriculture,301.152629412357,14.00914226622957,754.9527028428923
79042,Arable Capital Partners,Universal Irrigation Company,California,Buyout,8/30/2018,3996.5613,Agriculture,301.150509891445,14.00033466738354,754.9483543302407
83916,Arable Capital Partners,"Hydratec Holdings, LLC",California,Buyout,4/23/2018,3996.5525,Agriculture,301.1491991813483,14.00922978074927,754.9493260290541
67542,Arable Capital Partners,Fresh Innovations LLC,California,Buyout,4/4/2018,3996.5601,Food,301.1496973215791,14.00493286840323,754.9504954230573
72675,Arbor Private Investment Company,"Red Collar Pet Foods, Inc.",Tennessee,Buyout,9/13/2018,6700.0103,Food,1800.003094492848,14.00123458704151,25.20015896407657
65480,Arcapita,MC Group,Ohio,Buyout,1/8/2018,100,Semiconductors,93.00794259709662,12.80091670147332,52.70958290101728
68574,ArcLight Capital Partners,"Midcoast Operating, L.P.",Texas,Buyout,5/9/2018,1120,Oil & Gas,2200.004111814504,14.0085945535608,325.0087071565464
81390,Ares Capital,APR Operating LLC,Texas,Buyout,4/23/2018,205.00903,Oil & Gas,2200.003469329752,14.00230073916431,325.0018298330502
66154,Ares Management,Convergint Technologies LLC,Illinois,Buyout,2/2/2018,1440.505,Technology,746.8480019917495,14.00736589321572,111.7073223467369
69051,Aretex Capital Partners,"Alerian Capital Management, LLC",Texas,Buyout,5/23/2018,205.00569,Financial Services,2200.002493252936,14.00973031913567,325
73983,Argonaut Private Equity,"Nichols Oil Tools, LLC",Texas,Buyout,10/3/2018,205.00011,Industrial,2200.006787474226,14.00290185759481,325.0075588432625
73912,Argosy Private Equity,"Anderson Cargo Services, Inc.",Minnesota,Buyout,10/24/2018,2474.0657,Shipping,154.1941468282644,14.00663548579145,252.5077361136904
73037,Argosy Private Equity,Capewell Aerial Systems LLC,Virginia,Buyout,9/13/2018,3633.2317,Manufacturing,20.00381204329378,14.00492492794696,4.591847280792714
78977,Argosy Private Equity,ECS Environmental Solutions,Texas,Buyout,9/17/2018,205.00381,Environmental Services,2200.004820221528,14.00954802578021,325.0069109617285
81365,Arkéa Capital Investissement,Drt,Ohio,Buyout,6/1/2018,98.501366,Industrial,93.00707854069194,12.80651016950098,52.70954971147469
72117,Arlington Capital Partners,Tyto Athene,Virginia,Buyout,8/27/2018,75,Communications,20.00482466124876,14.00216033134315,4.595549077082247
69511,Arsenal Capital Partners,"Epoxy Technology, Inc.",Massachusetts,Buyout,6/6/2018,263.18134,Chemicals,862.4179391841374,14.00570184701759,4.542157548651796
69469,Arsenal Capital Partners,Meridian Adhesives Group LLC,New York,Buyout,6/5/2018,3100.0063,Chemicals,2550.002373623327,358.0003030831937,3.264786493137379
67896,Arsenal Capital Partners,Fralock Innovative Materials Manufacturing & Automation,California,Buyout,4/17/2018,3996.5525,Manufacturing,301.15705510892,14.00553672026548,87.5
69468,Arsenal Capital Partners,Adhesives Technology Corporation,Florida,Buyout,6/5/2018,400.00455,Chemicals,89.60511113696676,34.60956863792745,.699217257776375
74027,Artemis Capital Partners,Superior Technical Ceramics Corp.,Vermont,Buyout,10/26/2018,12.325573,Clean Technology,862.4128002691052,14.00922991858501,4.587478202588678
66863,Asgard Partners,"Wild Things, LLC",Rhode Island,Buyout,3/5/2018,12.322573,Manufacturing,862.4143654721759,14.00364560388665,4.591303313903333
67197,Assurance Mezzanine,Old Mill Brick Incorporated,Utah,Buyout,3/15/2018,480.18771,Materials,862.4193338471434,14.00499323906082,4.591619198962868
81385,Assurance Mezzanine,Apogee Healthcare Holdings LLC,Texas,Buyout,5/1/2018,205.00183,Business Services,2200.00239580982,14.00467146571431,325.0008524887631
74801,Atar Capital,Microcel Corporation,Ontario,Buyout,11/19/2018,89.514801,Distribution,2437.954620573666,14.00226971913766,12.80875441213599
73820,Atar Capital,"Pathways Health and Community Support, LLC",Virginia,Buyout,10/22/2018,108.46432,Healthcare,20.00862070226057,14.00316284188706,4.594661740872831
66669,ATB Capital,Foothills Creamery Ltd,Alberta,Buyout,2/26/2018,27.6,Food,862.4120334811944,14.00861055833924,4.590864545952351
75851,Aterian Investment Partners,"Xpress Global Systems, Inc.",Tennessee,Buyout,12/21/2018,6700.0083,Logistics,1800.001072705974,14.00138120212763,2.354986196470984
68413,Aterian Investment Partners,Vander-Bend Manufacturing LLC,California,Buyout,5/1/2018,3996.5569,Manufacturing,301.1517813127676,14.00016208609271,70.34714966343516
71441,Aterian Investment Partners,"Pioneer Metal Finishing, LLC",Wisconsin,Buyout,8/2/2018,500.00906,Materials,862.4106477640073,14.00459296034354,78.5
71318,ATL Partners,"Rock-It Cargo Holdings, Inc.",Pennsylvania,Buyout,7/31/2018,989.62921,Shipping,783.0052455091298,14.000739413597,29.00251393515549
72402,Atlantic Street Capital,OrthoBethesda,Maryland,Buyout,9/5/2018,42.644382,Healthcare,3756.005853473192,14.00962304381359,13.9
70630,Audax Group,MNX Global Logistics,California,Buyout,7/10/2018,3996.5544,Logistics,301.1530778241532,14.00238500686068,754.9505002810687
70488,Audax Group,"Van Pool Transportation, LLC",Massachusetts,Buyout,7/5/2018,263.1799,Transportation,862.4139955829799,14.00951133353341,39.12836722036305
70229,Audax Group,Revolution Dancewear LLC,Illinois,Buyout,6/27/2018,1440.5021,Manufacturing,746.8484287039626,14.00986915139187,111.7078227952507
72997,Audax Group,Acuant Inc.,California,Buyout,9/24/2018,3996.5591,Software,301.1482617160028,14.00503352062482,754.9544590290237
74662,Audax Group,"PlayMonster, LLC",Wisconsin,Buyout,11/19/2018,802.36768,Retail,862.4174112113162,14.00988483300138,842.564381319403
75148,Audax Group,"Phoenix Rehabilitation and Health Services, Inc.",Pennsylvania,Buyout,12/4/2018,29.543417,Healthcare,783.0076317936563,14.00675682734403,29.00622772036053
74531,Audax Group,Colony Hardware Corp.,Connecticut,Buyout,11/14/2018,1102.4957,Retail,862.4139745006307,14.00975123291541,4.591678276479066
70817,Aurora Capital Partners,Inhance Technologies LLC,Texas,Buyout,7/16/2018,205.00813,Materials,2200.004140323918,14.00244184594307,132.5
71590,Auxo Investment Partners,Midway Rotary Die Solutions,Michigan,Buyout,8/7/2018,12.322646,Industrial,862.4132829668436,14.00930941069204,11.70399615049938
73655,Auxo Investment Partners,"Prestige Stamping, Inc.",Michigan,Buyout,10/15/2018,12.325624,Manufacturing,862.4154199160605,14.00793003814,11.70222833098488
80262,Avego Healthcare Capital,Meridien Research Group,Florida,Buyout,4/16/2018,400.00009,Medical Technologies,89.60424830059465,34.60601210793612,6.005946471868809
72175,Avem Partners,"Future Tech Metals, Inc.",California,Buyout,8/17/2018,3996.5601,Manufacturing,301.1484040697061,14.0076546218403,754.957965497167
68357,Avista Capital Partners,"Kramer Laboratories, Inc.",Florida,Buyout,5/2/2018,70.003113,Pharmaceuticals,89.6055064037716,34.60337843316739,6.001345278858933
82394,Bain Capital,Penn Foster,Pennsylvania,Buyout,5/1/2018,7520.6313,Education / Training,783.0093656727494,14.00281008716378,113.1024052651586
67521,Bain Capital,World Wide Packaging LLC,New Jersey,Buyout,4/3/2018,2062.5073,Manufacturing,862.4134362592797,14.00083588592646,133.5
73493,Bain Capital,Arosa LLC,North Carolina,Buyout,10/9/2018,10639.283,Healthcare,862.4116262139489,14.00931171292144,17.88619185618849
73402,Bain Capital,"Rocket Software, Inc.",Massachusetts,Buyout,10/8/2018,2000,Software,862.4195333699665,14.00602362408939,152.57981257138
73853,Bain Capital,"Cerevel Therapeutics, LLC",Massachusetts,Buyout,10/23/2018,350,Pharmaceuticals,862.4162991111136,14.00202808516737,152.5753175641613
69940,Bain Capital,"Varsity Brands, Inc.",Texas,Buyout,6/19/2018,2500,Retail,2200.005873704753,14.00793841818053,1267.437550921735
73492,Bain Capital,"LivHOME, Inc.",California,Buyout,10/9/2018,906.62109,Healthcare,301.1508302335816,14.00869676341939,2944.132110592022
66200,Baird Capital Partners,"ReMed Recovery Care Centers, LLC",Pennsylvania,Buyout,2/5/2018,29.5431,Healthcare,783.0072720256084,14.00813116097528,29.00160464441336
74617,Balmoral Funds,"VESTA Modular, LLC",Michigan,Buyout,11/16/2018,12.324762,Construction,862.4174307732812,14.0083175325923,5.447286392414521
79018,Baring Private Equity Asia,Prometric,Maryland,Buyout,1/29/2018,827.5,Business Services,3756.004252884521,14.00707860395018,13.90380115662462
70168,"Bartlett Holdings, Inc.","D&D Power, Inc.",New York,Buyout,6/25/2018,3100.0042,Power,2550.002614868471,358.0035635614401,28.1740162552734
73860,Battery Ventures,"SigmaTEK Systems, LLC",Ohio,Buyout,10/23/2018,29.400238,Software,93.00831805979257,12.80503341366959,52.7001513456594
66949,Battery Ventures,"Plixer, LLC",Maine,Buyout,3/8/2018,3.6817641,Software,862.417520043344,14.00846764316488,4.589655550483436
66958,Battery Ventures,"Environmental Data Resources, Inc.",Connecticut,Buyout,3/13/2018,205,Information Services,862.4130953931219,14.00413382669616,4.590497362248422
74216,Battery Ventures,"Audio Precision, Inc.",Oregon,Buyout,11/5/2018,3.6824422,Electronics,862.4150499681912,14.0069442653254,668.026532032562
73118,BBRC Worldwide,Universal Store Pty Ltd.,Queensland,Buyout,9/25/2018,72.389999,Retail,862.4158506783626,14.00356612714644,4.586865046872114
66288,BC Partners,Zest Anchors LLC,California,Buyout,2/8/2018,119.30573,Healthcare,301.1475870806272,14.00493062019054,754.9505062913589
74612,BDC Capital Inc.,Ansan Traffic Group Ltd.,British Columbia,Buyout,11/16/2018,10.503002,Construction,862.4121959322567,14.00095616670264,243.4881024159975
66537,Behrman Capital,"Corfin Industries, LLC",New Hampshire,Buyout,2/20/2018,12.321251,Semiconductors,862.4135060828614,14.00440427252728,8.002320764430396
73193,Behrman Capital,kSARIA Corp.,Massachusetts,Buyout,10/1/2018,263.17993,Manufacturing,862.4135261454123,14.00654849327806,39.12574392122629
72713,BelHealth Investment Partners,"Gemini Bio-Products, Inc.",California,Buyout,9/14/2018,3996.5537,Biotechnology,301.1538471953201,14.00483582691926,674.0611801342033
70823,BelHealth Investment Partners,"NavaDerm Partners, LLC",New York,Buyout,7/16/2018,92.546616,Healthcare,2550.002011900666,358.0065342492523,28.16730736454987
70265,BelHealth Investment Partners,Beach House Center for Recovery,Florida,Buyout,6/28/2018,11.940625,Healthcare,89.60456239052992,34.6062529614581,6.008445543284322
67911,Benford Capital Partners,"Specialty Sales, LLC",California,Buyout,4/17/2018,3996.5557,Clean Technology,301.1506057634207,14.00880419334102,754.9529508000772
75220,Berenson & Company,"The Athene Group, LLC",Virginia,Buyout,12/6/2018,3633.2305,IT,20.00549359253554,14.00509064189795,4.590884351458222
77162,Berkshire Partners,"Asurion, LLC",Tennessee,Buyout,8/17/2018,6700.0103,Consumer Services,1800.002302428376,14.00596916034523,25.20837681703214
66753,Bernhard Capital Partners Management,"W.A. Chester, L.L.C.",Maryland,Buyout,2/28/2018,1428.3793,Power,3756.001490758483,14.00789398664314,13.90326089174247
71087,Bertram Capital,"BearCom Group, Inc.",Texas,Buyout,7/6/2018,205.00314,Wireless,2200.002054105355,14.00402568291578,325.0044732695929
69477,Bertram Capital,"Registrar Corp, LLC",Virginia,Buyout,6/5/2018,3633.2366,Business Services,20.00812697370483,14.00354470137212,4.5942245324215
70421,Berwind Private Equity,"Maxcess International, Inc.",Oklahoma,Buyout,7/2/2018,166.00761,Industrial,862.4122569853409,14.0020762697019,390.3179330137998
82739,Beverly Capital,Advanced Micro Instruments,California,Buyout,5/18/2018,3996.5569,Electronics,301.1525952477197,14.0022684802458,994.678929857206
65760,BHMS Investments,Advanced Service Solutions Inc,New Jersey,Buyout,1/2/2018,271.40854,Environmental Services,862.4137476080998,14.00516617029611,34.23519456078834
66035,BioHitech America,"Gold Medal Services, LLC.",New Jersey,Buyout,1/30/2018,271.40836,Environmental Services,862.4107552340922,14.00144111585509,34.23668933864287
66767,BlackRock,Cofense,Virginia,Buyout,2/26/2018,3633.2292,Software,20.00618353352829,14.00488943431232,4.594182699274094
67812,Blackstone Group,"Center For Autism and Related Disorders, LLC",California,Buyout,4/13/2018,119.30163,Healthcare,301.1548686973939,14.00793666822541,754.9547944052678
69972,Blackstone Group,"Audio Visual Services Group, LLC",Illinois,Buyout,6/19/2018,1440.5037,Entertainment,746.8489559496536,14.00683996604461,111.7000754355459
71354,Blackstreet Capital,"Mom365, Inc.",Missouri,Buyout,8/1/2018,395.00006,Consumer Services,330.0018462920607,14.00052929785274,187.509054143743
66194,Blue Ox Healthcare Partners,"RX Solutions, LLC",Florida,Buyout,2/6/2018,400.0065,Software,89.60569577005636,34.60818669585643,6.001988057792913
70360,Blue Wolf Capital Partners,"Mustang Energy Services, Inc.",Texas,Buyout,7/2/2018,205.00151,Oil & Gas,2200.002640495268,14.00332437745932,325.0080885916501
67532,Blue Wolf Capital Partners,"The State Group, Inc.",Ontario,Buyout,4/4/2018,12.323868,Outsourcing,862.4167084865242,14.00760194437284,12.80858894032887
66310,Blue Wolf Capital Partners,Petrosmith LLC,Texas,Buyout,2/12/2018,205.00377,Manufacturing,2200.000423404972,14.00914144666571,325.0093825004548
67669,Blue Wolf Capital Partners,"Jordan Health Services, Inc.",Texas,Buyout,4/10/2018,6.1238408,Healthcare,2200.007492262363,14.00490963749293,325.0018608273491
83595,Bootstrap Capital,"Verilogic Solutions, Llc",Illinois,Buyout,1/2/2018,1440.5062,Industrial,746.8460017847844,14.00438949290368,111.7013743619819
81362,Borgman Capital,Lmi Manufacturing,Alabama,Buyout,6/14/2018,12.32559,Manufacturing,862.4195445160351,14.00023247737376,4.587419585844324
69774,Borgman Capital,Derco Manufacturing Inc.,Wisconsin,Buyout,6/14/2018,500.00726,Industrial,862.4111290923522,14.00324122106362,842.5654411491261
69776,Borgman Capital,Solution Dynamics Inc.,Wisconsin,Buyout,6/14/2018,500.00107,Industrial,862.4119154591083,14.00483860691715,842.56625433902
69775,Borgman Capital,"Lift Products, Inc.",Wisconsin,Buyout,6/14/2018,500.00803,Industrial,862.417881971129,14.00807763786692,842.5597128639484
72352,Bounds Equity Partners,"EastPoint Sports, Ltd.",New Jersey,Buyout,9/4/2018,435.53177,Retail,862.4186790873266,14.00935021286536,34.23891119677177
70641,Boyne Capital Partners,"ASAP Industries Manufacturing, LLC",Louisiana,Buyout,7/10/2018,12.320252,Manufacturing,862.4197298324636,14.00897005816627,62.00056025202494
72192,Boyne Capital Partners,"AC Business Media, Inc.",Wisconsin,Buyout,8/30/2018,500.00919,Media,862.4101408951885,14.00228829576339,842.5633515564979
75668,Boyne Capital Partners,Infusion Associates Management Inc.,Michigan,Buyout,12/17/2018,.3756004,Healthcare,862.4110817169042,14.00308985553387,11.70378356191905
69437,Branford Castle,"Drew Foam Companies, Inc.",Arkansas,Buyout,6/4/2018,12.324022,Manufacturing,862.41900803046,14.00618750612888,41.00058755029475
65522,Branford Castle,Vitrek Corporation,California,Buyout,1/9/2018,3996.5532,Electronics,301.1558760293948,14.00809447711039,994.6760379101563
70574,Branford Castle,Titan Production Equipment,Texas,Buyout,6/29/2018,205.00018,Industrial,2200.001728546648,14.00686738092158,325.0080038412958
71447,Brentwood Associates,"MD Now Medical Centers, Inc.",Florida,Buyout,8/2/2018,11.943837,Healthcare,89.60578554210197,34.60368422874382,6.004787797621246
66315,Bridgepoint,"Safety Technology Holdings, Inc.",Michigan,Buyout,2/12/2018,12.325618,Electronics,862.4191219675324,14.00080723896794,15.41920889546446
